date,rainfall_mm,water_level_meters,flow_m3_s,temperature_celsius,do_mg_L,bod_mg_L,nitrate_mg_L,fecal_coliform_mpn_100ml
2021-11-17,3.4,71.28,1001.04,22.55,6.17,5.81,5.42,4198.0
2021-11-18,1.92,71.24,995.24,21.8,6.26,6.12,5.69,3951.0
2021-11-19,2.75,71.17,984.54,22.22,4.72,10.13,5.59,4043.0
2021-11-20,1.42,71.12,977.18,21.97,6.26,5.74,5.26,4202.0
2021-11-21,1.14,71.02,962.39,22.56,5.91,6.12,5.66,3893.0
2021-11-22,1.97,70.93,949.87,21.97,6.28,5.99,5.54,3829.0
2021-11-23,0.34,70.87,940.51,21.45,6.36,6.25,5.24,2755.0
2021-11-24,4.91,70.71,915.73,20.55,5.74,6.39,5.41,3772.0
2021-11-25,1.8,70.71,915.92,20.9,6.51,5.97,5.03,3151.0
2021-11-26,1.72,70.7,914.99,21.63,4.92,10.24,5.35,3244.0
2021-11-27,1.22,70.6,899.41,20.63,6.82,5.98,5.09,3863.0
2021-11-28,0.27,70.43,873.87,21.68,6.22,6.43,5.31,4075.0
2021-11-29,2.52,70.22,843.13,20.51,6.16,5.94,4.88,4374.0
2021-11-30,2.07,70.17,835.48,20.39,6.54,6.1,4.8,4774.0
2021-12-01,2.18,70.15,832.31,20.86,5.38,9.48,5.35,5017.0
2021-12-02,3.33,70.11,826.15,20.05,6.32,6.53,5.23,4471.0
2021-12-03,3.67,70.09,823.63,19.24,6.58,6.71,5.74,4119.0
2021-12-04,3.47,70.18,836.66,19.96,6.35,5.89,5.57,3791.0
2021-12-05,4.36,70.26,848.77,19.94,6.57,5.92,5.26,4435.0
2021-12-06,1.08,70.3,855.33,19.59,6.52,5.9,5.23,4258.0
2021-12-07,0.6,70.19,838.31,19.25,5.55,10.04,5.57,3481.0
2021-12-08,1.94,70.1,825.24,19.98,4.95,10.51,5.21,2611.0
2021-12-09,1.99,70.08,821.79,19.49,6.49,6.13,5.28,2407.0
2021-12-10,4.81,70.07,820.37,19.02,5.95,5.81,5.81,2965.0
2021-12-11,1.27,70.01,811.55,19.75,6.6,6.28,5.51,3015.0
2021-12-12,1.95,69.98,807.2,19.12,6.39,6.68,5.29,3415.0
2021-12-13,0.59,69.84,785.45,18.3,6.53,6.69,5.24,2981.0
2021-12-14,2.04,69.73,769.84,18.56,6.25,6.63,5.76,2885.0
2021-12-15,2.95,69.63,753.83,18.77,6.67,5.9,5.07,3405.0
2021-12-16,0.36,69.63,753.56,18.6,6.39,6.64,5.38,2904.0
2021-12-17,0.69,69.45,727.57,18.95,6.42,6.82,5.03,2853.0
2021-12-18,1.8,69.29,702.45,18.22,5.23,10.89,5.04,2814.0
2021-12-19,1.82,69.2,690.17,18.23,6.77,6.18,4.94,3086.0
2021-12-20,4.38,69.25,697.64,17.98,7.08,6.39,4.84,3978.0
2021-12-21,2.94,69.39,717.88,17.51,6.51,5.46,5.45,3817.0
2021-12-22,3.32,69.46,727.94,17.75,6.53,6.78,5.08,4198.0
2021-12-23,3.45,69.51,736.47,17.72,6.54,6.31,5.06,4558.0
2021-12-24,0.49,69.53,739.12,18.04,6.33,6.51,5.66,4225.0
2021-12-25,3.02,69.36,713.79,18.12,6.74,6.09,5.45,4253.0
2021-12-26,4.79,69.52,738.09,18.19,6.25,6.18,5.3,4590.0
2021-12-27,1.93,69.53,739.79,17.61,6.38,6.48,5.45,4592.0
2021-12-28,0.16,69.39,717.99,17.18,6.63,5.47,5.61,4698.0
2021-12-29,0.02,69.21,690.53,17.54,6.69,6.68,5.11,4258.0
2021-12-30,1.29,69.1,674.25,17.6,6.76,5.46,5.07,3783.0
2021-12-31,2.53,68.94,650.74,16.69,6.79,5.89,5.24,4162.0
2022-01-01,0.38,68.77,624.53,16.77,6.26,5.39,5.28,4252.0
2022-01-02,1.57,68.68,611.47,16.74,6.87,5.79,5.27,3874.0
2022-01-03,1.39,68.6,599.37,17.01,6.73,5.93,5.07,3231.0
2022-01-04,3.53,68.61,601.81,17.33,6.56,5.78,5.27,3367.0
2022-01-05,3.99,68.63,604.09,16.96,5.45,10.16,5.37,3890.0
2022-01-06,2.68,68.68,612.22,16.62,7.1,6.14,4.94,3729.0
2022-01-07,3.32,68.71,615.73,16.42,6.95,5.89,5.54,3890.0
2022-01-08,3.93,68.76,624.17,16.7,7.2,5.15,5.16,4114.0
2022-01-09,3.95,68.8,628.95,17.28,6.85,6.23,4.86,4733.0
2022-01-10,2.28,68.77,625.33,16.53,6.03,9.35,4.6,4226.0
2022-01-11,0.12,68.68,612.22,15.78,6.96,6.01,4.94,3869.0
2022-01-12,3.3,68.57,595.55,15.99,7.1,5.24,4.68,3983.0
2022-01-13,4.51,68.69,613.52,17.29,6.94,5.75,5.44,4530.0
2022-01-14,3.42,68.75,622.44,16.13,7.43,5.4,4.48,4334.0
2022-01-15,4.89,68.89,643.57,15.95,6.75,5.87,5.14,4994.0
2022-01-16,2.22,69.02,662.46,16.52,7.03,6.19,4.94,4830.0
2022-01-17,3.94,69.02,663.01,16.23,6.81,6.39,5.01,4467.0
2022-01-18,4.92,69.06,668.64,16.51,6.81,5.99,5.01,4567.0
2022-01-19,0.36,69.09,673.27,16.05,6.25,7.06,5.35,3585.0
2022-01-20,1.49,69.01,661.22,16.34,6.93,5.95,5.17,2629.0
2022-01-21,0.81,68.82,632.33,16.12,7.01,5.45,5.03,2443.0
2022-01-22,4.59,68.75,622.53,15.47,6.76,6.04,4.82,1944.0
2022-01-23,2.6,68.85,637.8,15.98,7.2,5.43,4.75,1887.0
2022-01-24,4.99,68.94,650.9,15.53,6.86,6.21,5.42,2485.0
2022-01-25,1.02,68.99,657.53,15.69,7.14,6.07,5.2,2871.0
2022-01-26,4.82,68.92,647.93,15.94,6.51,6.13,4.98,3345.0
2022-01-27,1.25,68.96,653.65,16.26,7.03,5.98,5.15,2866.0
2022-01-28,2.99,68.86,638.0,15.6,6.76,5.55,4.66,3209.0
2022-01-29,2.91,68.87,640.14,15.28,6.99,6.05,4.92,3674.0
2022-01-30,3.92,68.88,641.91,16.09,7.47,5.36,5.19,3926.0
2022-01-31,4.35,69.0,659.86,16.56,6.69,5.83,5.59,3749.0
2022-02-01,3.17,69.02,662.3,16.62,6.49,5.7,4.94,4018.0
2022-02-02,4.3,69.05,667.42,15.53,7.47,5.41,4.24,4190.0
2022-02-03,3.25,69.21,690.98,15.88,6.61,7.06,5.2,4044.0
2022-02-04,4.68,69.32,707.67,16.27,6.71,6.41,4.77,4247.0
2022-02-05,2.11,69.39,717.84,16.12,7.04,5.61,5.85,3547.0
2022-02-06,0.84,69.3,704.76,16.08,7.35,4.85,5.2,3167.0
2022-02-07,3.15,69.17,685.28,16.01,6.91,6.35,4.68,2717.0
2022-02-08,0.84,69.1,674.54,16.06,6.46,6.21,5.46,2960.0
2022-02-09,1.17,68.99,658.3,15.9,7.22,5.54,4.76,3327.0
2022-02-10,4.81,69.01,660.94,16.53,6.88,6.44,5.05,4030.0
2022-02-11,0.81,68.94,650.19,16.12,7.01,5.75,5.36,4309.0
2022-02-12,0.84,68.79,628.54,16.6,7.02,6.27,4.96,4000.0
2022-02-13,0.22,68.67,609.46,16.6,6.79,5.84,5.45,4503.0
2022-02-14,0.95,68.53,589.0,15.86,6.7,5.89,5.1,4122.0
2022-02-15,4.89,68.5,584.62,16.59,6.99,6.52,4.79,3972.0
2022-02-16,3.14,68.53,588.4,16.68,6.87,5.81,5.37,4504.0
2022-02-17,0.57,68.5,584.98,16.16,7.01,6.05,5.2,4411.0
2022-02-18,0.64,68.5,584.62,16.38,7.33,6.15,5.05,3407.0
2022-02-19,1.14,68.5,584.62,16.43,6.85,5.65,4.65,3267.0
2022-02-20,3.33,68.52,588.29,16.55,6.97,5.92,4.81,3147.0
2022-02-21,0.01,68.55,592.46,16.46,6.88,6.21,4.71,2819.0
2022-02-22,4.72,68.5,584.62,16.46,6.46,5.93,5.35,2925.0
2022-02-23,4.38,68.65,606.69,16.61,6.52,6.51,5.4,4154.0
2022-02-24,0.08,68.58,596.87,16.67,6.77,6.01,5.27,4015.0
2022-02-25,0.95,68.5,584.62,17.14,6.8,6.59,4.5,3329.0
2022-02-26,3.44,68.5,584.62,16.33,7.12,5.56,5.4,3066.0
2022-02-27,3.97,68.59,597.6,17.3,6.82,6.11,5.2,3157.0
2022-02-28,4.86,68.75,622.78,17.47,6.55,6.76,5.31,3198.0
2022-03-01,4.99,68.84,635.76,16.84,7.25,5.35,5.28,3766.0
2022-03-02,4.43,68.92,647.54,17.14,6.84,6.23,5.71,3532.0
2022-03-03,4.38,69.01,661.85,17.05,6.99,5.63,5.27,3289.0
2022-03-04,0.22,69.05,667.34,17.27,6.92,5.73,5.3,3050.0
2022-03-05,4.83,69.02,663.05,17.65,6.77,5.79,5.51,3177.0
2022-03-06,1.69,69.16,684.15,17.75,6.74,5.92,5.2,2669.0
2022-03-07,0.92,69.12,677.8,17.08,6.73,5.6,5.65,1996.0
2022-03-08,2.77,69.04,665.11,18.51,6.2,6.65,5.23,2771.0
2022-03-09,2.06,69.05,666.91,18.11,6.56,5.62,5.58,2817.0
2022-03-10,1.46,69.01,661.4,17.97,6.56,5.75,5.13,3112.0
2022-03-11,0.38,68.99,658.55,18.58,6.64,6.3,4.89,2954.0
2022-03-12,2.73,68.89,642.39,17.9,6.58,6.15,5.25,2472.0
2022-03-13,0.34,68.85,637.25,18.04,6.62,6.32,5.13,2578.0
2022-03-14,4.62,68.73,619.44,18.65,6.68,6.53,4.95,2804.0
2022-03-15,1.39,68.76,623.69,19.08,6.64,5.79,4.69,3344.0
2022-03-16,0.27,68.7,614.69,18.25,6.35,6.16,4.88,2998.0
2022-03-17,0.46,68.62,602.95,18.71,6.46,5.61,5.65,2490.0
2022-03-18,0.4,68.5,584.62,19.75,6.42,6.15,4.99,3027.0
2022-03-19,0.34,68.5,584.62,19.07,6.57,6.22,5.44,2791.0
2022-03-20,1.1,68.5,584.62,19.72,6.34,5.78,5.22,3221.0
2022-03-21,1.67,68.5,584.62,19.21,6.82,5.78,4.77,2599.0
2022-03-22,4.49,68.5,584.62,18.85,6.37,6.01,4.82,3289.0
2022-03-23,2.14,68.62,602.04,19.14,6.63,5.81,5.2,2901.0
2022-03-24,1.86,68.53,589.1,18.62,6.72,5.93,5.25,2885.0
2022-03-25,1.82,68.5,584.62,19.58,6.56,6.0,5.06,3282.0
2022-03-26,1.77,68.5,584.62,19.94,6.14,6.85,4.64,3699.0
2022-03-27,2.85,68.5,584.62,20.14,6.52,6.33,4.73,4223.0
2022-03-28,0.93,68.57,594.89,20.74,6.54,5.72,5.3,3749.0
2022-03-29,0.93,68.5,584.62,20.4,6.69,5.43,5.14,3444.0
2022-03-30,0.04,68.5,584.62,20.71,6.14,6.01,5.38,3194.0
2022-03-31,0.21,68.5,584.62,19.83,6.7,5.28,4.95,2971.0
2022-04-01,3.85,68.5,584.62,21.07,6.21,5.67,5.29,3161.0
2022-04-02,4.99,68.52,587.68,20.62,6.04,6.73,5.5,3431.0
2022-04-03,1.13,68.55,592.38,20.81,6.29,6.0,4.98,3304.0
2022-04-04,4.11,68.5,584.62,21.21,6.47,6.18,5.6,3993.0
2022-04-05,4.64,68.69,612.61,20.96,6.67,5.97,5.13,4502.0
2022-04-06,1.01,68.73,618.41,21.13,5.89,6.47,5.65,4786.0
2022-04-07,4.83,68.84,636.07,21.41,6.63,5.76,4.71,4486.0
2022-04-08,3.9,68.93,649.65,21.67,6.17,5.78,5.1,5521.0
2022-04-09,0.59,68.93,648.88,21.65,6.54,6.28,5.22,4899.0
2022-04-10,1.47,68.76,623.58,22.34,6.35,6.34,4.68,4360.0
2022-04-11,2.42,68.67,609.94,21.73,6.37,6.05,4.94,3405.0
2022-04-12,4.12,68.74,621.14,20.84,6.37,6.47,4.94,3672.0
2022-04-13,4.83,68.92,647.1,22.09,5.91,6.04,5.6,4269.0
2022-04-14,1.23,68.91,646.63,22.85,5.94,6.35,5.58,3703.0
2022-04-15,2.67,68.8,629.58,22.42,5.74,6.2,5.3,3346.0
2022-04-16,0.5,68.76,623.99,22.47,6.37,5.19,5.21,3192.0
2022-04-17,0.95,68.65,606.95,22.8,6.32,5.41,4.88,3370.0
2022-04-18,1.59,68.5,584.62,23.64,5.82,5.88,5.13,3526.0
2022-04-19,2.15,68.5,584.62,23.6,6.25,6.07,4.7,3769.0
2022-04-20,1.2,68.5,584.62,23.28,6.19,5.76,5.1,3247.0
2022-04-21,0.82,68.5,584.62,23.08,6.08,5.87,5.22,2917.0
2022-04-22,2.07,68.5,584.62,24.1,6.1,5.9,4.85,2749.0
2022-04-23,3.78,68.5,584.62,23.79,5.89,6.64,4.75,3388.0
2022-04-24,1.86,68.5,584.62,24.35,6.13,5.82,5.52,4187.0
2022-04-25,3.84,68.5,584.62,23.77,6.25,6.12,5.31,4185.0
2022-04-26,0.9,68.51,585.85,24.88,5.83,5.69,4.95,3051.0
2022-04-27,3.4,68.5,585.22,24.48,5.76,6.22,5.51,2706.0
2022-04-28,4.98,68.56,594.1,23.9,6.03,5.83,5.11,2387.0
2022-04-29,2.55,68.68,611.9,24.71,5.76,6.52,5.07,3088.0
2022-04-30,2.52,68.6,599.83,24.44,6.45,6.04,4.61,4133.0
2022-05-01,2.24,68.63,603.7,25.7,5.37,6.56,5.24,3398.0
2022-05-02,0.9,68.5,584.62,26.0,6.04,5.56,4.8,2790.0
2022-05-03,2.69,68.5,584.62,25.14,6.07,5.8,4.54,7023.0
2022-05-04,4.94,68.55,591.61,25.38,5.67,5.93,5.19,6509.0
2022-05-05,4.79,68.7,614.74,25.6,6.24,5.83,4.98,6815.0
2022-05-06,3.38,68.79,627.61,26.29,5.69,5.59,5.21,6636.0
2022-05-07,1.26,68.7,614.69,26.28,5.47,5.56,5.82,5261.0
2022-05-08,2.2,68.59,598.38,25.66,5.95,5.77,5.24,4986.0
2022-05-09,2.02,68.58,596.37,26.47,5.6,5.84,5.57,4386.0
2022-05-10,1.39,68.5,584.62,25.65,6.03,6.02,5.04,3874.0
2022-05-11,1.3,68.51,585.42,26.36,6.09,5.7,4.69,3377.0
2022-05-12,0.82,68.5,584.62,26.61,5.9,5.7,4.76,3098.0
2022-05-13,4.33,68.5,584.62,26.01,5.59,6.89,5.21,3629.0
2022-05-14,3.57,68.54,590.05,26.71,5.53,6.48,4.93,3531.0
2022-05-15,1.54,68.6,599.27,26.81,5.7,5.65,5.1,3614.0
2022-05-16,4.43,68.55,592.63,26.72,5.81,6.11,4.77,4185.0
2022-05-17,3.44,68.63,604.69,27.34,5.83,6.19,5.07,4079.0
2022-05-18,1.33,68.69,613.02,27.96,5.36,6.86,5.12,4769.0
2022-05-19,2.9,68.56,593.57,27.6,4.65,10.07,5.24,4633.0
2022-05-20,1.83,68.55,591.85,28.12,4.48,9.9,5.01,4359.0
2022-05-21,3.56,68.51,586.66,27.85,6.3,5.25,4.84,4240.0
2022-05-22,0.14,68.5,584.62,29.25,6.0,5.18,4.81,4168.0
2022-05-23,1.61,68.5,584.62,28.43,5.64,5.29,4.6,4175.0
2022-05-24,3.63,68.5,584.62,28.41,5.89,5.66,4.56,3895.0
2022-05-25,3.27,68.5,584.62,28.42,5.62,6.08,5.34,4319.0
2022-05-26,4.38,68.55,592.7,28.27,5.64,5.6,5.13,4619.0
2022-05-27,1.29,68.69,612.78,28.34,5.68,5.91,4.89,4264.0
2022-05-28,2.9,68.59,597.47,28.74,5.22,6.29,5.81,4768.0
2022-05-29,0.32,68.51,586.3,28.4,5.64,6.06,5.26,3868.0
2022-05-30,1.2,68.5,584.62,29.46,5.83,5.57,5.21,3577.0
2022-05-31,1.72,68.5,584.62,29.55,4.47,9.93,4.94,3768.0
2022-06-01,5.07,68.5,585.2,29.98,5.81,5.8,4.56,4420.0
2022-06-02,12.93,68.86,639.35,29.84,5.05,6.6,5.31,5450.0
2022-06-03,15.67,69.48,731.46,30.03,5.36,6.74,4.92,7550.0
2022-06-04,1.63,70.02,812.61,29.93,5.41,6.36,5.05,7577.0
2022-06-05,4.76,70.03,814.17,30.69,5.19,6.43,5.45,8344.0
2022-06-06,19.71,70.45,876.94,30.65,5.2,6.48,5.69,10467.0
2022-06-07,30.59,71.71,1066.15,30.1,5.48,6.64,5.26,13052.0
2022-06-08,27.61,73.34,1311.14,30.95,4.84,6.58,5.71,16564.0
2022-06-09,10.52,74.0,1409.62,30.49,4.96,7.14,5.76,17001.0
2022-06-10,4.22,74.0,1409.62,30.12,4.76,6.81,6.02,16179.0
2022-06-11,9.19,74.0,1409.62,30.12,5.27,5.82,5.73,14836.0
2022-06-12,4.86,74.0,1409.62,30.16,5.18,6.7,5.95,13559.0
2022-06-13,15.57,74.0,1409.62,30.95,5.19,6.63,6.11,14135.0
2022-06-14,4.6,74.0,1409.62,31.62,4.86,6.94,5.61,13626.0
2022-06-15,1.94,74.0,1409.62,32.24,4.44,6.81,6.73,12785.0
2022-06-16,14.6,74.0,1409.62,32.04,5.08,7.33,5.76,12987.0
2022-06-17,2.61,74.0,1409.62,31.8,4.57,6.82,6.29,12243.0
2022-06-18,29.86,74.0,1409.62,31.41,4.83,7.08,5.56,14012.0
2022-06-19,12.16,74.0,1409.62,32.12,4.74,6.79,6.18,15793.0
2022-06-20,10.71,74.0,1409.62,32.5,4.39,7.07,5.97,15991.0
2022-06-21,14.17,74.0,1409.62,31.76,5.45,7.0,5.86,16071.0
2022-06-22,8.83,74.0,1409.62,31.59,4.92,6.87,5.48,15454.0
2022-06-23,7.81,74.0,1409.62,31.78,4.86,6.0,5.65,15360.0
2022-06-24,38.64,74.0,1409.62,31.47,5.29,5.87,5.9,17646.0
2022-06-25,21.07,74.0,1409.62,32.2,4.35,6.31,6.27,19776.0
2022-06-26,1.59,74.0,1409.62,32.44,4.84,7.11,5.68,19222.0
2022-06-27,9.14,74.0,1409.62,32.68,3.5,11.02,5.88,17993.0
2022-06-28,1.27,74.0,1409.62,32.69,4.87,6.41,6.2,17359.0
2022-06-29,5.69,73.98,1406.07,32.45,4.98,7.2,5.47,16063.0
2022-06-30,3.23,74.0,1409.62,33.0,4.8,6.98,5.93,14633.0
2022-07-01,6.94,74.0,1409.62,32.75,4.24,7.26,6.12,13406.0
2022-07-02,18.13,74.0,1409.62,32.94,4.78,6.56,5.65,14486.0
2022-07-03,16.31,74.0,1409.62,32.86,4.81,6.27,6.3,15998.0
2022-07-04,1.92,74.0,1409.62,33.0,4.89,6.32,6.13,15506.0
2022-07-05,38.67,74.0,1409.62,32.75,4.55,6.98,5.64,17742.0
2022-07-06,5.41,74.0,1409.62,32.95,4.98,6.7,5.86,18308.0
2022-07-07,25.37,74.0,1409.62,33.0,4.98,7.2,6.3,19020.0
2022-07-08,6.1,74.0,1409.62,33.0,4.72,7.33,5.82,18900.0
2022-07-09,21.1,74.0,1409.62,33.0,4.52,6.57,5.78,18559.0
2022-07-10,11.98,74.0,1409.62,33.0,5.06,6.87,5.4,19377.0
2022-07-11,2.45,74.0,1409.62,33.0,4.45,7.09,6.11,18649.0
2022-07-12,9.68,74.0,1409.62,33.0,4.62,6.46,6.28,17357.0
2022-07-13,25.01,74.0,1409.62,33.0,4.8,6.95,5.84,17982.0
2022-07-14,17.55,74.0,1409.62,33.0,4.85,7.04,6.02,19198.0
2022-07-15,0.96,74.0,1409.62,33.0,5.08,6.78,5.52,18273.0
2022-07-16,17.19,74.0,1409.62,33.0,4.84,6.54,6.11,18116.0
2022-07-17,34.05,74.0,1409.62,33.0,4.75,6.77,5.7,20432.0
2022-07-18,1.17,74.0,1409.62,33.0,5.01,6.8,5.98,19866.0
2022-07-19,4.69,74.0,1409.62,33.0,4.37,6.23,6.42,18025.0
2022-07-20,4.49,74.0,1409.62,33.0,4.91,6.42,6.21,16673.0
2022-07-21,0.7,74.0,1409.62,33.0,5.03,6.49,5.73,15287.0
2022-07-22,39.93,74.0,1409.62,33.0,4.92,5.88,6.06,17217.0
2022-07-23,13.61,74.0,1409.62,33.0,4.8,6.48,5.36,18883.0
2022-07-24,2.55,74.0,1409.62,33.0,4.61,6.72,6.21,17720.0
2022-07-25,18.84,74.0,1409.62,33.0,4.76,7.25,5.81,17861.0
2022-07-26,9.29,74.0,1409.62,33.0,4.51,7.44,5.91,18218.0
2022-07-27,6.29,74.0,1409.62,33.0,4.75,5.92,5.56,17544.0
2022-07-28,35.91,74.0,1409.62,33.0,4.69,6.46,5.48,19440.0
2022-07-29,3.01,74.0,1409.62,33.0,4.53,5.91,6.37,20124.0
2022-07-30,16.6,74.0,1409.62,33.0,4.64,6.64,6.04,20415.0
2022-07-31,38.37,74.0,1409.62,33.0,4.26,6.79,5.99,23138.0
2022-08-01,27.67,74.0,1409.62,33.0,4.33,7.07,5.97,25000.0
2022-08-02,19.79,74.0,1409.62,33.0,4.6,6.78,5.85,25000.0
2022-08-03,9.82,74.0,1409.62,33.0,5.08,6.27,5.52,25000.0
2022-08-04,34.08,74.0,1409.62,33.0,4.97,6.38,5.77,25000.0
2022-08-05,1.33,74.0,1409.62,33.0,5.03,6.38,5.54,25000.0
2022-08-06,16.3,74.0,1409.62,33.0,4.74,6.66,6.27,25000.0
2022-08-07,4.77,74.0,1409.62,33.0,5.12,6.59,5.94,23972.0
2022-08-08,8.75,74.0,1409.62,33.0,4.83,6.74,5.6,22658.0
2022-08-09,18.91,74.0,1409.62,33.0,5.14,6.09,5.55,22825.0
2022-08-10,7.92,74.0,1409.62,33.0,4.38,6.67,5.76,22815.0
2022-08-11,39.68,74.0,1409.62,33.0,4.95,6.23,5.5,25000.0
2022-08-12,40.68,74.0,1409.62,33.0,4.86,6.41,5.98,25000.0
2022-08-13,0.57,74.0,1409.62,33.0,4.61,7.13,5.95,25000.0
2022-08-14,20.34,74.0,1409.62,33.0,4.98,6.68,6.03,25000.0
2022-08-15,40.26,74.0,1409.62,33.0,4.88,7.27,5.21,25000.0
2022-08-16,8.17,74.0,1409.62,33.0,4.82,7.04,5.73,25000.0
2022-08-17,12.61,74.0,1409.62,33.0,4.54,7.2,6.41,25000.0
2022-08-18,34.28,74.0,1409.62,33.0,3.5,11.03,5.61,25000.0
2022-08-19,1.5,74.0,1409.62,33.0,4.81,5.97,6.19,25000.0
2022-08-20,16.4,74.0,1409.62,33.0,4.65,6.75,6.25,25000.0
2022-08-21,18.48,74.0,1409.62,32.51,5.07,6.95,5.93,25000.0
2022-08-22,6.19,74.0,1409.62,33.0,4.81,6.45,6.19,25000.0
2022-08-23,36.77,74.0,1409.62,33.0,4.52,6.67,5.83,25000.0
2022-08-24,10.09,74.0,1409.62,33.0,4.72,7.44,6.19,25000.0
2022-08-25,25.1,74.0,1409.62,33.0,4.99,6.42,5.45,25000.0
2022-08-26,9.68,74.0,1409.62,32.75,4.57,7.75,5.76,25000.0
2022-08-27,24.25,74.0,1409.62,32.82,4.66,7.0,6.08,25000.0
2022-08-28,4.64,74.0,1409.62,32.77,4.59,6.69,6.39,25000.0
2022-08-29,11.23,74.0,1409.62,33.0,4.43,6.95,6.19,24806.0
2022-08-30,3.42,74.0,1409.62,32.93,4.73,6.85,6.35,22748.0
2022-08-31,2.12,73.98,1406.1,32.38,4.92,6.7,5.93,21028.0
2022-09-01,18.17,74.0,1409.62,33.0,4.63,6.1,6.57,20933.0
2022-09-02,13.09,74.0,1409.62,33.0,5.19,6.45,6.01,21459.0
2022-09-03,9.67,74.0,1409.62,32.81,4.74,6.82,5.41,25000.0
2022-09-04,4.78,74.0,1409.62,32.14,4.63,7.13,6.13,25000.0
2022-09-05,6.1,74.0,1409.62,33.0,4.67,6.59,6.18,23816.0
2022-09-06,4.51,74.0,1409.62,32.71,4.74,6.72,6.05,22094.0
2022-09-07,11.34,74.0,1409.62,31.97,4.62,7.0,6.3,21407.0
2022-09-08,4.3,74.0,1409.62,32.28,4.58,7.19,6.56,20764.0
2022-09-09,40.47,74.0,1409.62,31.89,4.86,7.28,5.97,22679.0
2022-09-10,30.06,74.0,1409.62,32.11,4.5,7.41,6.23,25000.0
2022-09-11,23.66,74.0,1409.62,31.74,4.63,7.04,5.72,25000.0
2022-09-12,11.82,74.0,1409.62,31.33,5.07,6.83,6.35,25000.0
2022-09-13,2.01,74.0,1409.62,32.0,4.54,7.07,6.28,24232.0
2022-09-14,24.11,74.0,1409.62,31.97,4.87,6.52,5.71,24134.0
2022-09-15,4.84,74.0,1409.62,30.79,4.9,7.1,5.82,23729.0
2022-09-16,28.23,74.0,1409.62,31.49,5.06,7.06,5.63,24282.0
2022-09-17,21.89,74.0,1409.62,30.78,5.22,6.54,6.06,25000.0
2022-09-18,26.62,74.0,1409.62,30.65,4.66,6.66,5.47,25000.0
2022-09-19,5.49,74.0,1409.62,30.59,5.02,6.55,5.94,25000.0
2022-09-20,8.67,74.0,1409.62,30.67,4.94,6.98,6.44,24932.0
2022-09-21,40.81,74.0,1409.62,31.01,4.71,6.76,5.21,25000.0
2022-09-22,2.46,74.0,1409.62,30.72,4.85,7.03,5.68,25000.0
2022-09-23,26.65,74.0,1409.62,30.87,5.16,6.39,5.75,25000.0
2022-09-24,19.15,74.0,1409.62,30.55,5.15,6.89,5.89,25000.0
2022-09-25,28.12,74.0,1409.62,30.18,4.88,7.13,6.16,25000.0
2022-09-26,43.06,74.0,1409.62,30.5,5.1,5.8,5.95,25000.0
2022-09-27,14.33,74.0,1409.62,30.14,5.2,6.83,5.77,25000.0
2022-09-28,2.1,74.0,1409.62,29.91,4.74,7.01,6.52,25000.0
2022-09-29,24.88,74.0,1409.62,29.3,5.42,6.56,5.9,25000.0
2022-09-30,9.66,74.0,1409.62,30.16,4.44,6.37,6.44,25000.0
2022-10-01,2.78,74.0,1409.62,30.22,5.36,5.97,5.89,25000.0
2022-10-02,3.07,74.0,1409.62,28.84,5.41,6.49,5.85,23493.0
2022-10-03,2.95,73.9,1395.15,28.83,4.98,7.2,5.61,21539.0
2022-10-04,3.87,73.91,1396.73,29.74,5.53,6.91,5.5,19801.0
2022-10-05,2.57,73.96,1402.89,29.22,5.34,6.56,5.87,17344.0
2022-10-06,2.62,73.99,1408.21,28.24,4.05,10.54,6.0,16254.0
2022-10-07,1.61,73.91,1395.75,28.15,4.89,7.39,6.02,15020.0
2022-10-08,3.16,73.84,1385.58,28.56,5.36,6.8,5.92,14199.0
2022-10-09,1.44,73.84,1385.39,28.05,4.89,6.86,6.4,13136.0
2022-10-10,0.32,73.78,1376.61,28.81,5.12,6.43,6.1,12229.0
2022-10-11,0.23,73.64,1355.3,27.56,5.34,6.07,6.0,11256.0
2022-10-12,3.17,73.58,1346.43,28.17,5.17,6.33,5.65,10460.0
2022-10-13,0.87,73.54,1340.16,28.23,5.0,6.96,5.58,10104.0
2022-10-14,0.69,73.37,1314.58,26.9,5.44,6.78,5.49,9087.0
2022-10-15,4.66,73.43,1324.35,27.31,5.5,6.36,5.63,8432.0
2022-10-16,2.8,73.47,1330.81,26.92,5.19,6.33,5.88,8730.0
2022-10-17,0.76,73.44,1326.16,26.98,5.51,6.95,5.78,8242.0
2022-10-18,3.55,73.4,1318.98,26.95,5.44,6.53,5.58,7969.0
2022-10-19,2.23,73.44,1325.12,26.46,5.38,6.28,6.15,7624.0
2022-10-20,2.88,73.4,1319.36,27.0,4.46,10.49,5.65,7882.0
2022-10-21,0.95,73.32,1308.27,26.72,5.76,5.41,6.0,7447.0
2022-10-22,0.32,73.29,1303.32,25.9,5.44,6.24,5.61,7083.0
2022-10-23,0.91,73.11,1276.12,25.87,5.54,7.03,6.03,6288.0
2022-10-24,3.41,73.03,1264.07,26.61,5.59,7.25,5.66,6384.0
2022-10-25,1.47,73.03,1264.02,25.76,5.54,6.44,6.01,6270.0
2022-10-26,3.88,72.95,1251.79,26.25,5.15,6.9,5.87,6086.0
